battery,cycle,ambient_temp_c,capacity_ah,v_min,t_max_c,discharge_time_s,soh_pct
B0005,42,24,1.7623150704093087,2.6668454289754746,38.87275464755104,3311.828,94.93
B0005,43,24,1.7676172924938447,2.684431051981017,38.503541429116005,3327.391,95.21
B0005,44,24,1.762668359743147,2.645224362345869,38.27009094548294,3312.078,94.95
B0005,45,24,1.7517304870664143,2.6603527244917,38.11684755251712,3293.172,94.36
B0005,46,24,1.7418496047960008,2.6926849789916263,38.04152715355532,3275.328,93.83
B0005,47,24,1.7360913511847138,2.670544734728978,38.17980302242767,3265.016,93.51
B0005,48,24,1.7936240148573608,2.605158060541757,40.71218198711114,3328.937,96.61
B0005,49,24,1.7831890223273275,2.672012007453096,39.885261233152924,3329.266,96.05
B0005,50,24,1.7673642076278957,2.674271233724938,39.18287352945846,3301.579,95.2
B0005,51,24,1.7570177850353066,2.6309416727017187,38.951564804030774,3283.563,94.64
B0005,52,24,1.7468706179837907,2.6629725743154204,38.607510759873634,3275.125,94.1
B0005,53,24,1.7417172507457144,2.612942119873717,38.920359903369054,3265.656,93.82
B0005,54,24,1.7364225056478186,2.6157198442661476,39.23273115358871,3266.093,93.53
B0005,55,24,1.7263217239235826,2.6287695472774453,38.964927068400804,3257.594,92.99
B0005,56,24,1.7158065389330133,2.6655106679421823,38.83927283461771,3248.593,92.42
B0005,57,24,1.710533351135192,2.650495153350403,38.82796377704433,3238.766,92.14
B0005,58,24,1.706014499648521,2.643236235233877,39.14007944734004,3240.14,91.89
B0005,59,24,1.7003110272642588,2.656450207001938,39.349611598028886,3230.109,91.59
B0005,60,24,1.6945798601797895,2.626177688152069,39.29444535878087,3229.7810000000027,91.28
B0005,61,24,1.6849029086609286,2.6582230344240045,39.10487658009542,3212.469,90.76
B0005,62,24,1.6744741591159717,2.695100237338448,39.0462609369598,3213.219,90.2
B0005,63,24,1.6745692479879102,2.639091813583503,39.398032192832,3203.578,90.2
B0005,64,24,1.663716375981405,2.6857210282450983,39.10678394120843,3195.125,89.62
B0005,65,24,1.659013868748246,2.69017866510873,39.44448954135193,3195.3129999999946,89.36
B0005,66,24,1.6538540573335014,2.639895313359579,39.509602016775695,3186.297,89.09
B0005,67,24,1.642653782130131,2.68991452927918,39.334865362245324,3176.438,88.48
B0005,68,24,1.6378578430223698,2.65935818848874,39.43723270017243,3167.593,88.22
B0005,69,24,1.6327350407099108,2.6657030585650423,39.51375235624076,3167.719,87.95
B0005,70,24,1.6277528915533617,2.642986759012803,39.60170302810528,3159.077999999994,87.68
B0005,71,24,1.622125485521159,2.6311169118893036,39.687463597582074,3148.829,87.38
B0005,72,24,1.6113256603765849,2.696157404617167,39.53535075538898,3149.094,86.79
B0005,73,24,1.6065631397488385,2.6667596238241567,39.6502371632164,3140.547,86.54
B0005,74,24,1.6015142233917594,2.6403185448373043,39.69929058154853,3131.625,86.27
B0005,75,24,1.590369231400328,2.69892986372897,39.56076309770468,3121.907,85.67
B0005,76,24,1.5857889968242211,2.6682466504352993,39.63708096307912,3122.125,85.42
B0005,77,24,1.5849430707374117,2.6479207279724903,39.43977047692484,3121.672,85.37
B0005,78,24,1.5955263892495937,2.6741633856529066,39.839022256254516,3120.86,85.94
B0005,79,24,1.5747301747801037,2.6892528956736257,39.41794949618613,3103.828,84.82
B0005,80,24,1.5649019950937946,2.688809122993162,39.262781682151214,3095.094,84.29
B0005,81,24,1.5597659473370362,2.6743555987897745,39.47237839941986,3095.781,84.02
B0005,82,24,1.5594815668184234,2.6430294964336345,40.037541469513684,3094.328,84.0
B0005,83,24,1.55468935359061,2.6584858447131823,40.142730162011574,3086.531,83.74
B0005,84,24,1.5488741079890418,2.629782173759164,40.1165626728546,3085.625,83.43
B0005,85,24,1.538236598942558,2.6622967647315545,39.87503330866132,3067.203,82.86
B0005,86,24,1.527914258251028,2.682380966742509,39.61961987024145,3058.157,82.3
B0005,87,24,1.5285252629756445,2.6401894768922713,40.067324667444815,3058.812,82.33
B0005,88,24,1.522647325284378,2.693769409137257,40.24716716520102,3058.578,82.02
B0005,89,24,1.5174859938489869,2.695787450704935,40.30253125568348,3049.328,81.74
B0005,90,24,1.605818899130659,2.6920548172137724,40.09418103142496,3177.219,86.5
B0005,91,24,1.5638491446744425,2.629071246219689,40.52238496316615,3082.937,84.24
B0005,92,24,1.5480915247767786,2.631343871050918,40.56886357314186,3074.266,83.39
B0005,93,24,1.5323755631868592,2.6983970036642315,40.27804845768325,3066.0,82.54
B0005,94,24,1.5269528268489705,2.6338485871981514,40.2921849196155,3056.437,82.25
B0005,95,24,1.5169573017136326,2.671566207861818,40.184384347174266,3048.219,81.71
B0005,96,24,1.5118975960142693,2.6540810507928123,40.320066232195046,3039.218,81.44
B0005,97,24,1.5065638960681105,2.656849703962618,40.336505612651585,3039.047,81.15
B0005,98,24,1.5015453526671363,2.6363048614501152,40.43267631588412,3030.375,80.88
B0005,99,24,1.4908444050400238,2.69951692300468,40.314538591575015,3021.0,80.3
B0005,100,24,1.485868384561201,2.698216006032282,40.386661855917744,3021.75,80.04
B0005,101,24,1.480413677976106,2.6911707598773864,40.43384612547835,3012.265,79.74
B0005,102,24,1.4752095869031632,2.690162319231471,40.44479269068758,3002.641,79.46
B0005,103,24,1.4859035988304024,2.6355034454892072,40.58499656066617,3012.0,80.04
B0005,104,24,1.4960918298136696,2.6594753656507684,40.99869158762305,3020.11,80.59
B0005,105,24,1.4808005946928984,2.644554999824577,40.997807625227495,3002.172000000006,79.76
B0005,106,24,1.4697543268466824,2.6719601666204564,40.84213757482493,2992.703,79.17
B0005,107,24,1.4539012274845928,2.6598211033173382,40.69012464267011,2964.468,78.31
B0005,108,24,1.4541462067235693,2.688360455508818,40.69938049882204,2983.375,78.33
B0005,109,24,1.455023751906683,2.6376728619288525,41.06026204078849,2975.297,78.38
B0005,110,24,1.449042163761236,2.645120521151077,41.19696040482682,2974.9850000000006,78.05
B0005,111,24,1.4386709371480566,2.698012437629632,40.84446688602949,2966.25,77.49
B0005,112,24,1.433445432156979,2.6928942772989077,40.764203830749366,2956.359,77.21
B0005,113,24,1.4333958900838095,2.6483923655058113,41.11212504270441,2956.344,77.21
B0005,114,24,1.42806487344776,2.6832134764261997,41.27256611507568,2956.406,76.92
B0005,115,24,1.4229203181741186,2.684960445221862,41.15574924454392,2947.266,76.65
B0005,116,24,1.417429032731308,2.669922120529456,41.03237216951879,2937.984,76.35
B0005,117,24,1.412409228794446,2.664105530655056,40.937269906716935,2929.125,76.08
B0005,118,24,1.412578792940193,2.634098605983684,41.240704611971786,2928.454,76.09
B0005,119,24,1.4075983731469897,2.68378702970616,41.43649987692296,2929.375,75.82
B0005,120,24,1.4333920485221476,2.660031949282934,41.16703904201915,2946.031,77.21
B0005,121,24,1.4382550176792908,2.650011641082063,41.36216559728765,2955.438,77.47
B0005,122,24,1.4173547174485526,2.6936969083341418,41.02198772703674,2937.625,76.35
B0005,123,24,1.406981663677643,2.697073130067154,40.78818812957494,2929.078,75.79
B0005,124,24,1.4012037783587625,2.6806995515145213,40.81506138506309,2918.375,75.48
B0005,125,24,1.3967008232726328,2.6695398084864568,40.858374219876424,2919.812,75.23
B0005,126,24,1.391284788852726,2.671695307817951,40.839876773287166,2900.422,74.94
B0005,127,24,1.3862287677978349,2.661289185949965,40.85376069244676,2901.375,74.67
B0005,128,24,1.3804366761974138,2.667817533540102,40.74795214258888,2901.187,74.36
B0005,129,24,1.3752364150256224,2.684008069130594,40.68794001196382,2891.64,74.08
B0005,130,24,1.3705128024895008,2.6585256208771644,40.7810749453613,2882.906,73.82
B0005,131,24,1.3705085566270399,2.6372250579822927,40.88159339768709,2883.265,73.82
B0005,132,24,1.3647355108681518,2.6514257735606432,40.81191473576834,2882.969,73.51
B0005,133,24,1.375392016895762,2.676384659108382,41.11793533148924,2891.656,74.09
B0005,134,24,1.3861115151535393,2.6949138502817815,41.248795355864885,2901.25,74.66
B0005,135,24,1.3698500035838939,2.6973343716306273,41.16242984455477,2891.703,73.79
B0005,136,24,1.3647827949260758,2.642540259937964,41.16437554618679,2883.016,73.51
B0005,137,24,1.3543220466259964,2.699226257883075,40.864216180205034,2873.453,72.95
B0005,138,24,1.3546417018378962,2.676480329780849,41.25434553511566,2874.031,72.97
B0005,139,24,1.3547039213192407,2.642142168479886,41.45023191903855,2874.234,72.97
B0005,140,24,1.349314997503458,2.644725254926797,41.27708509224051,2864.984,72.68
B0005,141,24,1.3441891937970554,2.632270655366611,41.064605154983276,2855.093,72.4
B0005,142,24,1.3389913790695755,2.6391006118876117,40.99284868101728,2855.625,72.12
B0005,143,24,1.3389145230206971,2.637841830893275,41.29040553417739,2855.594,72.12
B0005,144,24,1.3340066759761655,2.668286095904868,41.22740227746052,2847.437,71.86
B0005,145,24,1.3286444309174914,2.6490198126838553,41.04619550953222,2847.36,71.57
B0005,146,24,1.3231708992276219,2.664058512378051,40.85874389007758,2837.328,71.27
B0005,147,24,1.3181691588445197,2.6883611693898826,40.79196924883506,2837.281,71.0
B0005,148,24,1.3184664436640334,2.6869753836302124,41.14127834456325,2838.515,71.02
B0005,149,24,1.318293040102702,2.6507536817766586,41.14429319149828,2828.328,71.01
B0005,150,24,1.323872422244268,2.6646322789106516,40.66184230912503,2838.265,71.31
B0005,151,24,1.3601216766554785,2.6400211837268666,41.046694544970684,2864.547,73.26
B0005,152,24,1.3395306867947354,2.674198661305034,41.0462053156659,2846.39,72.15
B0005,153,24,1.3290286565120697,2.696427051131168,40.868302643225604,2837.969,71.59
B0005,154,24,1.3236741274998955,2.6928340297696836,40.85283588259973,2838.156,71.3
B0005,155,24,1.318633896753293,2.681747855329962,40.85270645265791,2829.843,71.03
B0005,156,24,1.3134751321324272,2.696791414385091,40.8263251809212,2829.625,70.75
B0005,157,24,1.3132020634442203,2.664695973142795,40.90308836809665,2819.437,70.74
B0005,158,24,1.3077959946944353,2.679191623358613,40.84337405460518,2819.579,70.44
B0005,159,24,1.3030329186405918,2.699983457940659,40.81792110626284,2810.672,70.19
B0005,160,24,1.3033573559038205,2.666300786624286,40.946993847659506,2811.485,70.21
B0005,161,24,1.3034100438655642,2.6308501373847837,41.074938058306316,2802.422,70.21
B0005,162,24,1.2978870806495706,2.673348140468748,41.02476444658572,2801.625,69.91
B0005,163,24,1.2980735056918902,2.632763831012711,41.06214198725253,2802.031,69.92
B0005,164,24,1.293463613844243,2.6687371180046218,40.98366325567302,2793.39,69.67
B0005,165,24,1.288003392619118,2.696396337945361,40.98234242711097,2793.39,69.38
B0005,166,24,1.2874525221379407,2.6794834862925194,41.06375085817118,2792.485,69.35
B0005,167,24,1.3090153642307354,2.6787137407179737,41.047029587744966,2802.016,70.51
B0005,168,24,1.3250793286429356,2.655378369801326,41.051007697556734,2820.39,71.38
B0006,1,24,2.035337591005598,2.4757677568281857,39.16298653238707,3690.234,100.0
B0006,2,24,2.0251402460314116,2.35152551190002,39.2462026826329,3672.344,99.5
B0006,3,24,2.013326371345464,2.4404797151065436,38.999202460252846,3651.641,98.92
B0006,4,24,2.0132846655407413,2.4791558539003917,38.843627771866515,3631.563,98.92
B0006,5,24,2.000528337624771,2.280187848173442,38.97798888258284,3629.172,98.29
B0006,6,24,2.0138990759931645,2.4392842568466446,38.83989920742278,3652.281,98.95
B0006,7,24,2.013101105626967,2.2812068449406446,39.04610837498471,3650.828,98.91
B0006,8,24,1.9687898262728398,2.366410527029613,38.87507521022778,3572.453,96.73
B0006,9,24,1.9681661764334244,2.436020049578708,38.7260539826455,3550.594,96.7
B0006,10,24,1.9572307917560536,2.1864377487643725,38.98629728904917,3551.25,96.16
B0006,11,24,1.9455991514129352,2.3406023605912454,38.65978861919643,3530.25,95.59
B0006,12,24,1.9347505044841131,2.4263021374140443,38.84979195732924,3491.016,95.06
B0006,13,24,1.9232799539368028,2.4753697700007034,38.75128344015104,3470.281,94.49
B0006,14,24,1.911889930948487,2.342364523655007,38.76853764058789,3470.0,93.93
B0006,15,24,1.9010667141979305,2.188400081882664,38.84686112344348,3450.297,93.4
B0006,16,24,1.8891989948061458,2.1206980945954057,38.865889781652804,3429.407,92.82
B0006,17,24,1.878278372248849,2.369981457799298,38.647578733807656,3409.484,92.28
B0006,18,24,1.8675697161520206,2.247991649924625,38.79218188173866,3390.422,91.76
B0006,19,24,1.8675892574453767,2.4115317107898875,38.77022223929529,3390.281,91.76
B0006,20,24,1.979626548250818,2.2033558468593775,37.54320599748628,3591.734,97.26
B0006,21,24,1.9575499080884022,2.35887751155593,37.90362577530197,3552.297,96.18
B0006,22,24,1.9458150170787551,2.218672914041916,37.6701605139887,3531.578,95.6
B0006,23,24,1.9242461121680094,2.339723057947995,37.34166959188387,3492.907,94.54
B0006,24,24,1.9459811331421641,2.3997508208942735,37.28979017254232,3511.594,95.61
B0006,25,24,1.901407930553079,2.491410879472442,37.16794481484507,3431.9370000000054,93.42
B0006,26,24,1.878674213680085,2.1387303309558976,37.51577848501052,3431.125,92.3
B0006,27,24,1.8683061328264219,2.346064498302046,37.24165964092258,3412.406,91.79
B0006,28,24,1.8560244070082998,2.327337743316428,37.27233216178077,3410.688,91.19
B0006,29,24,1.8451997961855777,2.4863117233366316,37.207134503019795,3410.718,90.66
B0006,30,24,1.857228890885317,2.2921663510920895,37.49607769896255,3392.719,91.25
B0006,31,24,1.9247760889090635,2.4343006861812118,37.250073961181094,3470.672,94.57
B0006,32,24,1.8822317526092551,2.472619908000758,37.39699052067588,3414.109,92.48
B0006,33,24,1.855276687885587,2.403422072720937,37.2852066420257,3395.219,91.15
B0006,34,24,1.8392508917181876,2.4006679782182205,37.080390421974414,3386.0,90.37
B0006,35,24,1.8185396073994429,2.3194299432177345,36.98024266357476,3368.187,89.35
B0006,36,24,1.8134770059567056,2.3401731734980076,37.598741245467004,3368.266,89.1
B0006,37,24,1.7971018450305436,2.3829603510808774,37.33680914521836,3358.719,88.3
B0006,38,24,1.7810046294120476,2.351855540704836,37.39499820465976,3339.5,87.5
B0006,39,24,1.7710130422682329,2.3535104841115886,37.35233964342659,3331.265,87.01
B0006,40,24,1.7604712448170943,2.3948058223938364,37.58677381866742,3321.188,86.5
B0006,41,24,1.7502913788006587,2.4418858444380294,38.207044569893476,3321.844,86.0
B0006,42,24,1.7394925037732578,2.391848815367812,38.340431886092745,3311.828,85.46
B0006,43,24,1.7546766553637203,2.3166154227865463,38.521539672721865,3327.391,86.21
B0006,44,24,1.7659390941842175,2.4110989960643794,38.03707160241571,3312.078,86.76
B0006,45,24,1.7337887419624838,2.4510125175432287,37.934285687720596,3293.172,85.18
B0006,46,24,1.713325912040734,2.471216186082459,37.88470784051604,3275.328,84.18
B0006,47,24,1.7024077813673466,2.470968641396993,38.065368726791895,3265.016,83.64
B0006,48,24,1.82371946178183,2.4288023941361625,39.788440481350335,3328.937,89.6
B0006,49,24,1.8081284050314708,2.3551430866643166,39.212903178007906,3329.266,88.84
B0006,50,24,1.7757610945034283,2.365933525789291,38.66937823121345,3301.579,87.25
B0006,51,24,1.7447409841836798,2.3481961394586457,38.5170065164806,3283.563,85.72
B0006,52,24,1.729207034132373,2.46945948630322,38.292505299491516,3275.125,84.96
B0006,53,24,1.7081086552553244,2.4666715880697576,38.52091685291118,3265.656,83.92
B0006,54,24,1.6975954237461768,2.4482931262785135,38.95436345473558,3266.093,83.41
B0006,55,24,1.6820634524029463,2.4745215382882586,38.731363854696035,3257.594,82.64
B0006,56,24,1.6714768322295086,2.469127855241356,38.74827601131975,3248.593,82.12
B0006,57,24,1.6607591387047655,2.4177173347922416,38.84227056628921,3238.766,81.6
B0006,58,24,1.651121015038069,2.3775131079338427,39.221381996208315,3240.14,81.12
B0006,59,24,1.6401349256190927,2.443723814618984,39.466510899162515,3230.109,80.58
B0006,60,24,1.6291999416165441,2.4324278256917147,39.352653481724175,3229.7810000000027,80.05
B0006,61,24,1.6088496302961666,2.494085641889116,39.31890647034385,3212.469,79.05
B0006,62,24,1.6035244898969248,2.382347172890769,39.47196886600465,3213.219,78.78
B0006,63,24,1.5989712144027983,2.406668297987779,39.74009698783903,3203.578,78.56
B0006,64,24,1.5876273123575604,2.4204142690378765,39.03600072360686,3195.125,78.0
B0006,65,24,1.5829719744686166,2.4507845245525193,39.16106395962828,3195.3129999999946,77.77
B0006,66,24,1.567137636713563,2.3930328819230717,39.20051799483514,3186.297,77.0
B0006,67,24,1.5613446139713882,2.3938995980718403,39.15878418316098,3176.438,76.71
B0006,68,24,1.5511711892790419,2.4373294683003053,39.18225956809825,3167.593,76.21
B0006,69,24,1.5406741606295171,2.3705330061374523,39.38159156766375,3167.719,75.7
B0006,70,24,1.5253138744624433,2.351294851260762,39.44712875501599,3159.077999999994,74.94
B0006,71,24,1.5301570318067428,2.436845595522602,39.40950590627068,3148.829,75.18
B0006,72,24,1.5246566834474087,2.39030487147494,39.48443326993031,3149.094,74.91
B0006,73,24,1.5145492986655427,2.4892160721496315,39.4416762582387,3140.547,74.41
B0006,74,24,1.509391504602082,2.450611393803655,39.53866201326228,3131.625,74.16
B0006,75,24,1.5039974333050705,2.4111946043456745,39.5867547936938,3121.907,73.89
B0006,76,24,1.4935201918040188,2.4609139768640715,39.499752884420865,3122.125,73.38
B0006,77,24,1.4876323024497422,2.378420264362521,39.9686395722832,3121.672,73.09
B0006,78,24,1.5302876214401704,2.3844697219937414,40.42668250871336,3120.86,75.19
B0006,79,24,1.5040760088360112,2.448639661640692,40.02451449021777,3103.828,73.9
B0006,80,24,1.4887593608730894,2.362869757217078,40.02167483360719,3095.094,73.15
B0006,81,24,1.4782779285546637,2.479712742728869,40.078211781584145,3095.781,72.63
B0006,82,24,1.478459982215684,2.4609902569842412,40.565789328351094,3094.328,72.64
B0006,83,24,1.473214844899973,2.4794507375590507,40.75221353269305,3086.531,72.38
B0006,84,24,1.4675164935067897,2.421513989921717,40.71162611325717,3085.625,72.1
B0006,85,24,1.4516292657521335,2.3927989623544175,40.58721297402195,3067.203,71.32
B0006,86,24,1.4519237720967177,2.410475236770924,40.37035790264624,3058.157,71.34
B0006,87,24,1.4471484694777745,2.4915333699239977,40.667923693760464,3058.812,71.1
B0006,88,24,1.4468538105659885,2.444861994529003,40.990356883952465,3058.578,71.09
B0006,89,24,1.4416741930284678,2.4840755398082255,40.997744028174516,3049.328,70.83
B0006,90,24,1.5935866593100128,2.479017302613424,40.77265883698999,3177.219,78.3
B0006,91,24,1.5463902376915637,2.4820670710190385,40.522204934304625,3082.937,75.98
B0006,92,24,1.51470559175661,2.452449045714353,40.57746834859555,3074.266,74.42
B0006,93,24,1.4989786083335404,2.4198491932573414,40.516963879873735,3066.0,73.65
B0006,94,24,1.4831110745410492,2.4706823501191706,40.34325381638243,3056.437,72.87
B0006,95,24,1.4729664825468278,2.413759774558071,40.39341126895154,3048.219,72.37
B0006,96,24,1.4627604396099307,2.4562499847243027,40.46341487442664,3039.218,71.87
B0006,97,24,1.4518364681062514,2.401794655879554,40.5818264138806,3039.047,71.33
B0006,98,24,1.4468670644030392,2.4087687236133313,40.61670777074496,3030.375,71.09
B0006,99,24,1.441380399427779,2.4308118485818704,40.631647661681036,3021.0,70.82
B0006,100,24,1.431210744960774,2.398886415333129,40.74323383889164,3021.75,70.32
B0006,101,24,1.4260247179525716,2.3814379490849835,40.81715493531611,3012.265,70.06
B0006,102,24,1.420487649966195,2.459885297095542,40.72877617289365,3002.641,69.79
B0006,103,24,1.4207006230355006,2.4007285025453995,41.45494452672042,3012.0,69.8
B0006,104,24,1.452255804330839,2.472830716079143,41.39678877103747,3020.11,71.35
B0006,105,24,1.431557632772571,2.467318928642863,41.36669473718026,3002.172000000006,70.34
B0006,106,24,1.415015751158943,2.3692462667540997,41.37787352037061,2992.703,69.52
B0006,107,24,1.4097311506517451,2.4482618595124874,41.140956091698214,2964.468,69.26
B0006,108,24,1.404917318129309,2.4598632768748825,41.2168813199875,2983.375,69.03
B0006,109,24,1.395164296571563,2.497869764845928,41.40391881889191,2975.297,68.55
B0006,110,24,1.3945343832614077,2.472236707252471,41.586571331198584,2974.9850000000006,68.52
B0006,111,24,1.3893171179312644,2.4278749904763077,41.43504077863728,2966.25,68.26
B0006,112,24,1.3838379472327809,2.4275905200235055,41.37436880579148,2956.359,67.99
B0006,113,24,1.3736814238195123,2.37337869163978,41.66477948989921,2956.344,67.49
B0006,114,24,1.3786059891863676,2.4248604132549767,41.81816829502593,2956.406,67.73
B0006,115,24,1.3737600299108574,2.426962848243194,41.686647000781186,2947.266,67.5
B0006,116,24,1.3682580583942712,2.417287750352038,41.565382893773936,2937.984,67.23
B0006,117,24,1.3633024037317505,2.4185087281747166,41.46394809540406,2929.125,66.98
B0006,118,24,1.3580966140172601,2.480937393224248,41.6123634180086,2928.454,66.73
B0006,119,24,1.353269090999531,2.4078214169511205,42.0075404495327,2929.375,66.49
B0006,120,24,1.3841605738237488,2.433234589649132,41.61679232360952,2946.031,68.01
B0006,121,24,1.4051467790651473,2.440822893388958,41.80245062827161,2955.438,69.04
B0006,122,24,1.378719022627353,2.396078253891397,41.653004783464006,2937.625,67.74
B0006,123,24,1.3682657783199066,2.449306948268824,41.36061809844917,2929.078,67.23
B0006,124,24,1.3573151296618016,2.384185417166802,41.42815616511055,2918.375,66.69
B0006,125,24,1.3524934638801596,2.4440756213040964,41.343265645039,2919.812,66.45
B0006,126,24,1.3474099151661236,2.4296014294774673,41.38118673567723,2900.422,66.2
B0006,127,24,1.3370075130842318,2.41022288115442,41.378450473707446,2901.375,65.69
B0006,128,24,1.3312352966718526,2.4098927032454966,41.306600641009794,2901.187,65.41
B0006,129,24,1.3259303781727643,2.453938411405305,41.204081036719124,2891.64,65.15
B0006,130,24,1.321578743867529,2.3940396792395253,41.32955629442644,2882.906,64.93
B0006,131,24,1.321225074066109,2.45134737470238,41.300370296451625,2883.265,64.91
B0006,132,24,1.3156485301862682,2.475014603796582,41.243646229563595,2882.969,64.64
B0006,133,24,1.3209025697502388,2.4569179775419294,41.36464929786556,2891.656,64.9
B0006,134,24,1.3474328767273906,2.438240626221148,40.89285784811417,2901.25,66.2
B0006,135,24,1.3260128072353616,2.4946397780995584,40.652964511118334,2891.703,65.15
B0006,136,24,1.3101186784831063,2.4367455144223555,40.58410707337388,2883.016,64.37
B0006,137,24,1.30521620229393,2.4858689968085326,40.322783635307104,2873.453,64.13
B0006,138,24,1.3004061951355774,2.3957550201907916,40.78032921971219,2874.031,63.89
B0006,139,24,1.300235735841116,2.4504684570147006,40.85731522464202,2874.234,63.88
B0006,140,24,1.2895066722480755,2.3942028718004007,40.74860220857894,2864.984,63.36
B0006,141,24,1.279253057384795,2.4303844034459368,40.472276230208436,2855.093,62.85
B0006,142,24,1.2792078171714618,2.4755630989048205,40.28187574900838,2855.625,62.85
B0006,143,24,1.274036760902923,2.446712151873903,40.637565231244686,2855.594,62.6
B0006,144,24,1.2741273923001468,2.4607112018206894,40.64243349478575,2847.437,62.6
B0006,145,24,1.2637639426440779,2.4619788522973796,40.38713367022122,2847.36,62.09
B0006,146,24,1.2581373688955233,2.4999079970509284,40.15316398972329,2837.328,61.81
B0006,147,24,1.253259864055301,2.4061574188511727,40.26211669866818,2837.281,61.58
B0006,148,24,1.2532313315493426,2.40921365026611,40.65437976632703,2838.515,61.57
B0006,149,24,1.2480874960313577,2.4705399687343235,40.41021687551566,2828.328,61.32
B0006,150,24,1.2534354284944844,2.4996841687041944,40.49521984011741,2838.265,61.58
B0006,151,24,1.2898048773266901,2.4839695531514434,41.357879741754175,2864.547,63.37
B0006,152,24,1.2635402021758835,2.4675402264113453,41.37902988743146,2846.39,62.08
B0006,153,24,1.2479761706842853,2.4946438160388325,41.20920760771975,2837.969,61.32
B0006,154,24,1.2321202877943334,2.4577382116375843,41.20630554355683,2838.156,60.54
B0006,155,24,1.2271137666213534,2.40986495422137,41.28239317323536,2829.843,60.29
B0006,156,24,1.2217397581377356,2.479418189447868,41.1595683576961,2829.625,60.03
B0006,157,24,1.211102678915174,2.434585389303289,41.230427315370186,2819.437,59.5
B0006,158,24,1.2056159765131735,2.425682710641569,41.21487873613708,2819.579,59.23
B0006,159,24,1.2008936262717274,2.417924401749313,41.27439823262361,2810.672,59.0
