file,domain,label,kind,source_repo,source_url,licence,original_path,bytes,width,height,clip_start_s,clip_len_s,rows,trips,days
images/corrosion/corrosion_industrial_metal/industrial_corrosi_00024.jpg,corrosion,corrosion_industrial_metal,image,krishnapriya-nynaru/Industrial-Corrosion-Detection-YOLOv11,https://github.com/krishnapriya-nynaru/Industrial-Corrosion-Detection-YOLOv11,MIT,corrosion/krishnapriya-nynaru__Industrial-Corrosion-Detection-YOLOv11/Industrial_corrosion_detection_yolov11/test_images/corrosiontest_120.jpg,76961,640.0,640.0,,,,,
images/corrosion/corrosion_industrial_metal/industrial_corrosi_00025.jpg,corrosion,corrosion_industrial_metal,image,krishnapriya-nynaru/Industrial-Corrosion-Detection-YOLOv11,https://github.com/krishnapriya-nynaru/Industrial-Corrosion-Detection-YOLOv11,MIT,corrosion/krishnapriya-nynaru__Industrial-Corrosion-Detection-YOLOv11/Industrial_corrosion_detection_yolov11/test_images/corrosiontest_121.jpg,99012,640.0,640.0,,,,,
images/corrosion/corrosion_industrial_metal/industrial_corrosi_00026.jpg,corrosion,corrosion_industrial_metal,image,krishnapriya-nynaru/Industrial-Corrosion-Detection-YOLOv11,https://github.com/krishnapriya-nynaru/Industrial-Corrosion-Detection-YOLOv11,MIT,corrosion/krishnapriya-nynaru__Industrial-Corrosion-Detection-YOLOv11/Industrial_corrosion_detection_yolov11/test_images/corrosiontest_122.jpg,99012,640.0,640.0,,,,,
images/corrosion/corrosion_industrial_metal/industrial_corrosi_00027.jpg,corrosion,corrosion_industrial_metal,image,krishnapriya-nynaru/Industrial-Corrosion-Detection-YOLOv11,https://github.com/krishnapriya-nynaru/Industrial-Corrosion-Detection-YOLOv11,MIT,corrosion/krishnapriya-nynaru__Industrial-Corrosion-Detection-YOLOv11/Industrial_corrosion_detection_yolov11/test_images/corrosiontest_123.jpg,82371,640.0,640.0,,,,,
images/corrosion/corrosion_industrial_metal/industrial_corrosi_00028.jpg,corrosion,corrosion_industrial_metal,image,krishnapriya-nynaru/Industrial-Corrosion-Detection-YOLOv11,https://github.com/krishnapriya-nynaru/Industrial-Corrosion-Detection-YOLOv11,MIT,corrosion/krishnapriya-nynaru__Industrial-Corrosion-Detection-YOLOv11/Industrial_corrosion_detection_yolov11/test_images/corrosiontest_124.jpg,82385,640.0,640.0,,,,,
images/corrosion/corrosion_industrial_metal/industrial_corrosi_00029.jpg,corrosion,corrosion_industrial_metal,image,krishnapriya-nynaru/Industrial-Corrosion-Detection-YOLOv11,https://github.com/krishnapriya-nynaru/Industrial-Corrosion-Detection-YOLOv11,MIT,corrosion/krishnapriya-nynaru__Industrial-Corrosion-Detection-YOLOv11/Industrial_corrosion_detection_yolov11/test_images/corrosiontest_125.jpg,71345,640.0,640.0,,,,,
images/corrosion/corrosion_industrial_metal/industrial_corrosi_00030.jpg,corrosion,corrosion_industrial_metal,image,krishnapriya-nynaru/Industrial-Corrosion-Detection-YOLOv11,https://github.com/krishnapriya-nynaru/Industrial-Corrosion-Detection-YOLOv11,MIT,corrosion/krishnapriya-nynaru__Industrial-Corrosion-Detection-YOLOv11/Industrial_corrosion_detection_yolov11/test_images/corrosiontest_126.jpg,71345,640.0,640.0,,,,,
images/corrosion/corrosion_industrial_metal/industrial_corrosi_00031.jpg,corrosion,corrosion_industrial_metal,image,krishnapriya-nynaru/Industrial-Corrosion-Detection-YOLOv11,https://github.com/krishnapriya-nynaru/Industrial-Corrosion-Detection-YOLOv11,MIT,corrosion/krishnapriya-nynaru__Industrial-Corrosion-Detection-YOLOv11/Industrial_corrosion_detection_yolov11/test_images/corrosiontest_127.jpg,99568,640.0,640.0,,,,,
images/corrosion/corrosion_industrial_metal/industrial_corrosi_00032.jpg,corrosion,corrosion_industrial_metal,image,krishnapriya-nynaru/Industrial-Corrosion-Detection-YOLOv11,https://github.com/krishnapriya-nynaru/Industrial-Corrosion-Detection-YOLOv11,MIT,corrosion/krishnapriya-nynaru__Industrial-Corrosion-Detection-YOLOv11/Industrial_corrosion_detection_yolov11/test_images/corrosiontest_128.jpg,100208,640.0,640.0,,,,,
images/corrosion/corrosion_industrial_metal/industrial_corrosi_00033.jpg,corrosion,corrosion_industrial_metal,image,krishnapriya-nynaru/Industrial-Corrosion-Detection-YOLOv11,https://github.com/krishnapriya-nynaru/Industrial-Corrosion-Detection-YOLOv11,MIT,corrosion/krishnapriya-nynaru__Industrial-Corrosion-Detection-YOLOv11/Industrial_corrosion_detection_yolov11/test_images/corrosiontest_129.jpg,100208,640.0,640.0,,,,,
images/corrosion/corrosion_industrial_metal/industrial_corrosi_00034.jpg,corrosion,corrosion_industrial_metal,image,krishnapriya-nynaru/Industrial-Corrosion-Detection-YOLOv11,https://github.com/krishnapriya-nynaru/Industrial-Corrosion-Detection-YOLOv11,MIT,corrosion/krishnapriya-nynaru__Industrial-Corrosion-Detection-YOLOv11/Industrial_corrosion_detection_yolov11/test_images/corrosiontest_13.jpg,135862,640.0,640.0,,,,,
images/corrosion/corrosion_industrial_metal/industrial_corrosi_00035.jpg,corrosion,corrosion_industrial_metal,image,krishnapriya-nynaru/Industrial-Corrosion-Detection-YOLOv11,https://github.com/krishnapriya-nynaru/Industrial-Corrosion-Detection-YOLOv11,MIT,corrosion/krishnapriya-nynaru__Industrial-Corrosion-Detection-YOLOv11/Industrial_corrosion_detection_yolov11/test_images/corrosiontest_130.jpg,99568,640.0,640.0,,,,,
images/corrosion/corrosion_industrial_metal/industrial_corrosi_00036.jpg,corrosion,corrosion_industrial_metal,image,krishnapriya-nynaru/Industrial-Corrosion-Detection-YOLOv11,https://github.com/krishnapriya-nynaru/Industrial-Corrosion-Detection-YOLOv11,MIT,corrosion/krishnapriya-nynaru__Industrial-Corrosion-Detection-YOLOv11/Industrial_corrosion_detection_yolov11/test_images/corrosiontest_131.jpg,99927,640.0,640.0,,,,,
images/corrosion/corrosion_industrial_metal/industrial_corrosi_00037.jpg,corrosion,corrosion_industrial_metal,image,krishnapriya-nynaru/Industrial-Corrosion-Detection-YOLOv11,https://github.com/krishnapriya-nynaru/Industrial-Corrosion-Detection-YOLOv11,MIT,corrosion/krishnapriya-nynaru__Industrial-Corrosion-Detection-YOLOv11/Industrial_corrosion_detection_yolov11/test_images/corrosiontest_132.jpg,99927,640.0,640.0,,,,,
images/corrosion/corrosion_industrial_metal/industrial_corrosi_00038.jpg,corrosion,corrosion_industrial_metal,image,krishnapriya-nynaru/Industrial-Corrosion-Detection-YOLOv11,https://github.com/krishnapriya-nynaru/Industrial-Corrosion-Detection-YOLOv11,MIT,corrosion/krishnapriya-nynaru__Industrial-Corrosion-Detection-YOLOv11/Industrial_corrosion_detection_yolov11/test_images/corrosiontest_133.jpg,79726,640.0,640.0,,,,,
images/corrosion/corrosion_industrial_metal/industrial_corrosi_00039.jpg,corrosion,corrosion_industrial_metal,image,krishnapriya-nynaru/Industrial-Corrosion-Detection-YOLOv11,https://github.com/krishnapriya-nynaru/Industrial-Corrosion-Detection-YOLOv11,MIT,corrosion/krishnapriya-nynaru__Industrial-Corrosion-Detection-YOLOv11/Industrial_corrosion_detection_yolov11/test_images/corrosiontest_134.jpg,88814,640.0,640.0,,,,,
images/corrosion/corrosion_industrial_metal/industrial_corrosi_00040.jpg,corrosion,corrosion_industrial_metal,image,krishnapriya-nynaru/Industrial-Corrosion-Detection-YOLOv11,https://github.com/krishnapriya-nynaru/Industrial-Corrosion-Detection-YOLOv11,MIT,corrosion/krishnapriya-nynaru__Industrial-Corrosion-Detection-YOLOv11/Industrial_corrosion_detection_yolov11/test_images/corrosiontest_135.jpg,88834,640.0,640.0,,,,,
images/corrosion/corrosion_industrial_metal/industrial_corrosi_00041.jpg,corrosion,corrosion_industrial_metal,image,krishnapriya-nynaru/Industrial-Corrosion-Detection-YOLOv11,https://github.com/krishnapriya-nynaru/Industrial-Corrosion-Detection-YOLOv11,MIT,corrosion/krishnapriya-nynaru__Industrial-Corrosion-Detection-YOLOv11/Industrial_corrosion_detection_yolov11/test_images/corrosiontest_136.jpg,114755,640.0,640.0,,,,,
images/corrosion/corrosion_industrial_metal/industrial_corrosi_00042.jpg,corrosion,corrosion_industrial_metal,image,krishnapriya-nynaru/Industrial-Corrosion-Detection-YOLOv11,https://github.com/krishnapriya-nynaru/Industrial-Corrosion-Detection-YOLOv11,MIT,corrosion/krishnapriya-nynaru__Industrial-Corrosion-Detection-YOLOv11/Industrial_corrosion_detection_yolov11/test_images/corrosiontest_137.jpg,114769,640.0,640.0,,,,,
images/corrosion/corrosion_industrial_metal/industrial_corrosi_00043.jpg,corrosion,corrosion_industrial_metal,image,krishnapriya-nynaru/Industrial-Corrosion-Detection-YOLOv11,https://github.com/krishnapriya-nynaru/Industrial-Corrosion-Detection-YOLOv11,MIT,corrosion/krishnapriya-nynaru__Industrial-Corrosion-Detection-YOLOv11/Industrial_corrosion_detection_yolov11/test_images/corrosiontest_14.jpg,103439,640.0,640.0,,,,,
images/corrosion/corrosion_industrial_metal/industrial_corrosi_00044.jpg,corrosion,corrosion_industrial_metal,image,krishnapriya-nynaru/Industrial-Corrosion-Detection-YOLOv11,https://github.com/krishnapriya-nynaru/Industrial-Corrosion-Detection-YOLOv11,MIT,corrosion/krishnapriya-nynaru__Industrial-Corrosion-Detection-YOLOv11/Industrial_corrosion_detection_yolov11/test_images/corrosiontest_15.jpg,103439,640.0,640.0,,,,,
images/corrosion/corrosion_industrial_metal/industrial_corrosi_00045.jpg,corrosion,corrosion_industrial_metal,image,krishnapriya-nynaru/Industrial-Corrosion-Detection-YOLOv11,https://github.com/krishnapriya-nynaru/Industrial-Corrosion-Detection-YOLOv11,MIT,corrosion/krishnapriya-nynaru__Industrial-Corrosion-Detection-YOLOv11/Industrial_corrosion_detection_yolov11/test_images/corrosiontest_16.jpg,102479,640.0,640.0,,,,,
images/corrosion/corrosion_industrial_metal/industrial_corrosi_00046.jpg,corrosion,corrosion_industrial_metal,image,krishnapriya-nynaru/Industrial-Corrosion-Detection-YOLOv11,https://github.com/krishnapriya-nynaru/Industrial-Corrosion-Detection-YOLOv11,MIT,corrosion/krishnapriya-nynaru__Industrial-Corrosion-Detection-YOLOv11/Industrial_corrosion_detection_yolov11/test_images/corrosiontest_17.jpg,102479,640.0,640.0,,,,,
images/corrosion/corrosion_industrial_metal/industrial_corrosi_00047.jpg,corrosion,corrosion_industrial_metal,image,krishnapriya-nynaru/Industrial-Corrosion-Detection-YOLOv11,https://github.com/krishnapriya-nynaru/Industrial-Corrosion-Detection-YOLOv11,MIT,corrosion/krishnapriya-nynaru__Industrial-Corrosion-Detection-YOLOv11/Industrial_corrosion_detection_yolov11/test_images/corrosiontest_18.jpg,110260,640.0,640.0,,,,,
images/corrosion/corrosion_industrial_metal/industrial_corrosi_00048.jpg,corrosion,corrosion_industrial_metal,image,krishnapriya-nynaru/Industrial-Corrosion-Detection-YOLOv11,https://github.com/krishnapriya-nynaru/Industrial-Corrosion-Detection-YOLOv11,MIT,corrosion/krishnapriya-nynaru__Industrial-Corrosion-Detection-YOLOv11/Industrial_corrosion_detection_yolov11/test_images/corrosiontest_19.jpg,110243,640.0,640.0,,,,,
images/corrosion/corrosion_industrial_metal/industrial_corrosi_00049.jpg,corrosion,corrosion_industrial_metal,image,krishnapriya-nynaru/Industrial-Corrosion-Detection-YOLOv11,https://github.com/krishnapriya-nynaru/Industrial-Corrosion-Detection-YOLOv11,MIT,corrosion/krishnapriya-nynaru__Industrial-Corrosion-Detection-YOLOv11/Industrial_corrosion_detection_yolov11/test_images/corrosiontest_2.jpg,119897,640.0,640.0,,,,,
images/corrosion/corrosion_industrial_metal/industrial_corrosi_00050.jpg,corrosion,corrosion_industrial_metal,image,krishnapriya-nynaru/Industrial-Corrosion-Detection-YOLOv11,https://github.com/krishnapriya-nynaru/Industrial-Corrosion-Detection-YOLOv11,MIT,corrosion/krishnapriya-nynaru__Industrial-Corrosion-Detection-YOLOv11/Industrial_corrosion_detection_yolov11/test_images/corrosiontest_20.jpg,32651,640.0,640.0,,,,,
images/corrosion/corrosion_industrial_metal/industrial_corrosi_00051.jpg,corrosion,corrosion_industrial_metal,image,krishnapriya-nynaru/Industrial-Corrosion-Detection-YOLOv11,https://github.com/krishnapriya-nynaru/Industrial-Corrosion-Detection-YOLOv11,MIT,corrosion/krishnapriya-nynaru__Industrial-Corrosion-Detection-YOLOv11/Industrial_corrosion_detection_yolov11/test_images/corrosiontest_21.jpg,34201,640.0,640.0,,,,,
images/corrosion/corrosion_industrial_metal/industrial_corrosi_00052.jpg,corrosion,corrosion_industrial_metal,image,krishnapriya-nynaru/Industrial-Corrosion-Detection-YOLOv11,https://github.com/krishnapriya-nynaru/Industrial-Corrosion-Detection-YOLOv11,MIT,corrosion/krishnapriya-nynaru__Industrial-Corrosion-Detection-YOLOv11/Industrial_corrosion_detection_yolov11/test_images/corrosiontest_22.jpg,53245,640.0,640.0,,,,,
images/corrosion/corrosion_industrial_metal/industrial_corrosi_00053.jpg,corrosion,corrosion_industrial_metal,image,krishnapriya-nynaru/Industrial-Corrosion-Detection-YOLOv11,https://github.com/krishnapriya-nynaru/Industrial-Corrosion-Detection-YOLOv11,MIT,corrosion/krishnapriya-nynaru__Industrial-Corrosion-Detection-YOLOv11/Industrial_corrosion_detection_yolov11/test_images/corrosiontest_23.jpg,53245,640.0,640.0,,,,,
images/corrosion/corrosion_industrial_metal/industrial_corrosi_00054.jpg,corrosion,corrosion_industrial_metal,image,krishnapriya-nynaru/Industrial-Corrosion-Detection-YOLOv11,https://github.com/krishnapriya-nynaru/Industrial-Corrosion-Detection-YOLOv11,MIT,corrosion/krishnapriya-nynaru__Industrial-Corrosion-Detection-YOLOv11/Industrial_corrosion_detection_yolov11/test_images/corrosiontest_24.jpg,32651,640.0,640.0,,,,,
images/corrosion/corrosion_industrial_metal/industrial_corrosi_00055.jpg,corrosion,corrosion_industrial_metal,image,krishnapriya-nynaru/Industrial-Corrosion-Detection-YOLOv11,https://github.com/krishnapriya-nynaru/Industrial-Corrosion-Detection-YOLOv11,MIT,corrosion/krishnapriya-nynaru__Industrial-Corrosion-Detection-YOLOv11/Industrial_corrosion_detection_yolov11/test_images/corrosiontest_25.jpg,65013,640.0,640.0,,,,,
images/corrosion/corrosion_industrial_metal/industrial_corrosi_00056.jpg,corrosion,corrosion_industrial_metal,image,krishnapriya-nynaru/Industrial-Corrosion-Detection-YOLOv11,https://github.com/krishnapriya-nynaru/Industrial-Corrosion-Detection-YOLOv11,MIT,corrosion/krishnapriya-nynaru__Industrial-Corrosion-Detection-YOLOv11/Industrial_corrosion_detection_yolov11/test_images/corrosiontest_26.jpg,132305,640.0,640.0,,,,,
images/corrosion/corrosion_industrial_metal/industrial_corrosi_00057.jpg,corrosion,corrosion_industrial_metal,image,krishnapriya-nynaru/Industrial-Corrosion-Detection-YOLOv11,https://github.com/krishnapriya-nynaru/Industrial-Corrosion-Detection-YOLOv11,MIT,corrosion/krishnapriya-nynaru__Industrial-Corrosion-Detection-YOLOv11/Industrial_corrosion_detection_yolov11/test_images/corrosiontest_27.jpg,123690,640.0,640.0,,,,,
images/corrosion/corrosion_industrial_metal/industrial_corrosi_00058.jpg,corrosion,corrosion_industrial_metal,image,krishnapriya-nynaru/Industrial-Corrosion-Detection-YOLOv11,https://github.com/krishnapriya-nynaru/Industrial-Corrosion-Detection-YOLOv11,MIT,corrosion/krishnapriya-nynaru__Industrial-Corrosion-Detection-YOLOv11/Industrial_corrosion_detection_yolov11/test_images/corrosiontest_28.jpg,53709,640.0,640.0,,,,,
images/corrosion/corrosion_industrial_metal/industrial_corrosi_00059.jpg,corrosion,corrosion_industrial_metal,image,krishnapriya-nynaru/Industrial-Corrosion-Detection-YOLOv11,https://github.com/krishnapriya-nynaru/Industrial-Corrosion-Detection-YOLOv11,MIT,corrosion/krishnapriya-nynaru__Industrial-Corrosion-Detection-YOLOv11/Industrial_corrosion_detection_yolov11/test_images/corrosiontest_29.jpg,66863,640.0,640.0,,,,,
images/corrosion/corrosion_industrial_metal/industrial_corrosi_00060.jpg,corrosion,corrosion_industrial_metal,image,krishnapriya-nynaru/Industrial-Corrosion-Detection-YOLOv11,https://github.com/krishnapriya-nynaru/Industrial-Corrosion-Detection-YOLOv11,MIT,corrosion/krishnapriya-nynaru__Industrial-Corrosion-Detection-YOLOv11/Industrial_corrosion_detection_yolov11/test_images/corrosiontest_3.jpg,76422,640.0,640.0,,,,,
images/corrosion/corrosion_industrial_metal/industrial_corrosi_00061.jpg,corrosion,corrosion_industrial_metal,image,krishnapriya-nynaru/Industrial-Corrosion-Detection-YOLOv11,https://github.com/krishnapriya-nynaru/Industrial-Corrosion-Detection-YOLOv11,MIT,corrosion/krishnapriya-nynaru__Industrial-Corrosion-Detection-YOLOv11/Industrial_corrosion_detection_yolov11/test_images/corrosiontest_30.jpg,52612,640.0,640.0,,,,,
